report_id,report_date,location,report_type,report_text,hazard_category,sif_precursor,severity,risk_score,recommended_action
OIL-SAF-00009,2026-05-27,Maintenance Area,Unsafe Condition,worked inside vessel without atmospheric monitoring during contractor activity at the maintenance area. Immediate corrective action was initiated.,Confined Space,Yes,Critical,91,Supervisor review required
OIL-SAF-02895,2025-10-11,Drilling Site,Near Miss,safety gloves were not used during equipment maintenance at the drilling site.,PPE,No,Low,41,Inspect area and implement controls
OIL-SAF-02848,2026-02-22,Pipeline Area,Unsafe Act,worker started maintenance without verifying zero energy during inspection at the pipeline area.,Energy Isolation,Yes,High,93,Immediate intervention required
OIL-SAF-03665,2025-11-13,Pipeline Area,Unsafe Condition,improper lifting technique was observed during inspection at the pipeline area.,Lifting,No,Medium,18,Corrective action and follow-up required
OIL-SAF-00145,2026-04-26,Maintenance Area,Unsafe Condition,lifting operation was conducted without proper rigging during loading/unloading at the maintenance area. No immediate injury was reported.,Lifting,No,Medium,19,Stop activity and correct hazard
OIL-SAF-02105,2025-11-22,Drilling Site,Unsafe Act,pressurized equipment was opened without depressurization during loading/unloading at the drilling site.,Pressure,No,Low,11,Immediate intervention required
OIL-SAF-03144,2025-12-20,Refinery,Unsafe Condition,crane load was moved over personnel during equipment maintenance at the refinery.,Heavy Equipment,No,Low,38,Immediate intervention required
OIL-SAF-00842,2025-11-20,Production Unit,Unsafe Condition,gas leak was detected near an ignition source during inspection at the production unit. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,75,Immediate intervention required
OIL-SAF-01129,2026-07-26,Pipeline Area,Unsafe Act,poor housekeeping created a slip hazard during plant operation at the pipeline area. Immediate corrective action was initiated.,Housekeeping,Yes,Critical,88,Immediate intervention required
OIL-SAF-00152,2026-05-27,Pipeline Area,Unsafe Act,worker was working at height without fall protection during routine maintenance at the pipeline area.,Working at Height,Yes,High,59,Corrective action and follow-up required
OIL-SAF-03592,2025-12-26,Gas Processing Plant,Unsafe Act,chemical container was leaking without containment during loading/unloading at the gas processing plant. Immediate corrective action was initiated.,Chemical Exposure,Yes,Medium,72,Supervisor review required
OIL-SAF-01053,2025-10-25,Maintenance Area,Unsafe Act,alarm was ignored during process operation during loading/unloading at the maintenance area.,Process Safety,Yes,Critical,82,Stop activity and correct hazard
OIL-SAF-01591,2025-11-26,Production Unit,Near Miss,pipeline maintenance started without pressure isolation during loading/unloading at the production unit. Immediate corrective action was initiated.,Pressure,Yes,High,72,Inspect area and implement controls
OIL-SAF-03009,2025-11-29,Storage Area,Near Miss,work area contained an obstruction during plant operation at the storage area.,Housekeeping,Yes,High,62,Inspect area and implement controls
OIL-SAF-02030,2026-01-01,Workshop,Unsafe Condition,worker entered the operating area of heavy equipment during plant operation at the workshop. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,69,Stop activity and correct hazard
OIL-SAF-03419,2026-07-16,Storage Area,Unsafe Act,oil spill was observed on walking surface during routine maintenance at the storage area.,Housekeeping,No,Medium,42,Stop activity and correct hazard
OIL-SAF-01808,2026-04-26,Loading Area,Unsafe Condition,worker entered the operating area of heavy equipment during plant operation at the loading area.,Heavy Equipment,Yes,High,92,Immediate intervention required
OIL-SAF-02697,2025-08-09,Maintenance Area,Unsafe Act,pressurized equipment was opened without depressurization during routine maintenance at the maintenance area.,Pressure,Yes,Critical,60,Corrective action and follow-up required
OIL-SAF-03040,2026-02-22,Storage Area,Unsafe Condition,crane load was moved over personnel during routine maintenance at the storage area. No immediate injury was reported.,Heavy Equipment,No,Low,26,Stop activity and correct hazard
OIL-SAF-00473,2025-04-24,Loading Area,Unsafe Condition,operating procedure was not followed during inspection at the loading area. No immediate injury was reported.,Process Safety,No,Low,9,Supervisor review required
OIL-SAF-03290,2025-10-23,Workshop,Unsafe Act,safety goggles were missing during inspection at the workshop.,PPE,No,Medium,37,Corrective action and follow-up required
OIL-SAF-04075,2025-06-22,Loading Area,Near Miss,person stood too close to suspended load during inspection at the loading area. No immediate injury was reported.,Lifting,No,Medium,44,Supervisor review required
OIL-SAF-03497,2025-02-16,Gas Processing Plant,Near Miss,electrical panel was opened without isolation during loading/unloading at the gas processing plant. Immediate corrective action was initiated.,Electrical,Yes,Critical,56,Stop activity and correct hazard
OIL-SAF-00280,2025-04-15,Pipeline Area,Unsafe Act,worked inside vessel without atmospheric monitoring during equipment maintenance at the pipeline area. Immediate corrective action was initiated.,Confined Space,Yes,High,69,Immediate intervention required
OIL-SAF-01742,2026-02-25,Drilling Site,Unsafe Act,pressure relief system was bypassed during inspection at the drilling site. Immediate corrective action was initiated.,Pressure,Yes,High,89,Immediate intervention required
OIL-SAF-04625,2025-02-13,Maintenance Area,Near Miss,improper lifting technique was observed during contractor activity at the maintenance area.,Lifting,Yes,High,75,Stop activity and correct hazard
OIL-SAF-02887,2025-03-09,Production Unit,Near Miss,flammable material was stored near ignition source during equipment maintenance at the production unit. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,66,Inspect area and implement controls
OIL-SAF-01942,2025-05-25,Production Unit,Unsafe Condition,worker was exposed to high pressure line during routine maintenance at the production unit.,Pressure,Yes,High,91,Inspect area and implement controls
OIL-SAF-00101,2025-09-21,Loading Area,Unsafe Act,worker handled exposed electrical wiring during plant operation at the loading area.,Electrical,No,Low,37,Supervisor review required
OIL-SAF-02805,2025-09-03,Pipeline Area,Unsafe Condition,person stood too close to suspended load during equipment maintenance at the pipeline area.,Lifting,No,Low,17,Inspect area and implement controls
OIL-SAF-03571,2026-08-11,Pipeline Area,Unsafe Condition,electrical panel was opened without isolation during loading/unloading at the pipeline area.,Electrical,Yes,High,73,Inspect area and implement controls
OIL-SAF-03685,2025-09-18,Loading Area,Near Miss,required PPE was not worn during routine maintenance at the loading area. No immediate injury was reported.,PPE,No,Low,47,Immediate intervention required
OIL-SAF-03662,2026-07-17,Loading Area,Near Miss,worker entered the operating area of heavy equipment during inspection at the loading area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,57,Corrective action and follow-up required
OIL-SAF-00531,2025-06-03,Pipeline Area,Near Miss,damaged electrical cable was found in work area during loading/unloading at the pipeline area.,Electrical,Yes,High,76,Stop activity and correct hazard
OIL-SAF-01887,2026-05-30,Pipeline Area,Unsafe Act,hot work was performed without adequate fire protection during equipment maintenance at the pipeline area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,72,Supervisor review required
OIL-SAF-00682,2026-03-20,Storage Area,Unsafe Act,toxic vapor was observed in work area during loading/unloading at the storage area.,Chemical Exposure,No,Low,24,Corrective action and follow-up required
OIL-SAF-03795,2026-03-31,Workshop,Unsafe Condition,confined-space entry permit was missing during routine maintenance at the workshop. Immediate corrective action was initiated.,Confined Space,Yes,High,65,Stop activity and correct hazard
OIL-SAF-03945,2025-05-12,Gas Processing Plant,Unsafe Act,poor housekeeping created a slip hazard during inspection at the gas processing plant. No immediate injury was reported.,Housekeeping,No,Low,44,Inspect area and implement controls
OIL-SAF-04667,2025-06-19,Maintenance Area,Unsafe Act,flammable material was stored near ignition source during inspection at the maintenance area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,93,Stop activity and correct hazard
OIL-SAF-02019,2025-12-18,Gas Processing Plant,Unsafe Condition,crane load was moved over personnel during equipment maintenance at the gas processing plant. Immediate corrective action was initiated.,Heavy Equipment,Yes,Critical,80,Supervisor review required
OIL-SAF-01097,2025-01-29,Storage Area,Unsafe Act,worked inside vessel without atmospheric monitoring during loading/unloading at the storage area. No immediate injury was reported.,Confined Space,No,Medium,53,Inspect area and implement controls
OIL-SAF-00830,2025-02-10,Drilling Site,Unsafe Condition,chemical container was leaking without containment during equipment maintenance at the drilling site. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,86,Immediate intervention required
OIL-SAF-02806,2026-07-01,Loading Area,Near Miss,load was unstable during lifting during equipment maintenance at the loading area. No immediate injury was reported.,Lifting,No,Low,8,Corrective action and follow-up required
OIL-SAF-03830,2025-01-26,Maintenance Area,Near Miss,required PPE was not worn during inspection at the maintenance area.,PPE,No,Low,16,Stop activity and correct hazard
OIL-SAF-04382,2026-08-14,Pipeline Area,Near Miss,worker handled hazardous chemical without required protection during equipment maintenance at the pipeline area.,Chemical Exposure,Yes,Critical,88,Stop activity and correct hazard
OIL-SAF-03892,2025-07-19,Gas Processing Plant,Near Miss,worker stood within equipment blind spot during loading/unloading at the gas processing plant.,Heavy Equipment,No,Low,46,Supervisor review required
OIL-SAF-00765,2026-02-24,Workshop,Unsafe Condition,process deviation was observed without corrective action during loading/unloading at the workshop.,Process Safety,Yes,Critical,60,Supervisor review required
OIL-SAF-02768,2025-08-25,Maintenance Area,Near Miss,chemical transfer was performed without proper controls during plant operation at the maintenance area. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,85,Inspect area and implement controls
